col0	No	種類	地域	市区町村コード	都道府県名	市区町村名	地区名	最寄駅：名称	最寄駅：距離（分）	取引価格（総額）	坪単価	間取り	面積（㎡）	取引価格（㎡単価）	土地の形状	間口	延床面積（㎡）	建築年	建物の構造	用途	今後の利用目的	前面道路：方位	前面道路：種類	前面道路：幅員（ｍ）	都市計画	建ぺい率（％）	容積率（％）	取引時点	改装	取引の事情等
3823	3824	宅地(土地)	住宅地	13111	東京都	大田区	田園調布	田園調布	15	21000000	2300000.0		30	690000.0	ほぼ正方形	5.0					その他	北西	区道	5.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
3840	3841	宅地(土地)	商業地	13111	東京都	大田区	田園調布本町	雪が谷大塚	9	42000000	2800000.0		50	840000.0	長方形	5.5					店舗	北西	都道	25.0	近隣商業地域	80.0	300.0	2021年第３四半期		
3875	3876	宅地(土地)	住宅地	13113	東京都	渋谷区	代々木	代々木	4	40000000	2100000.0		65	620000.0	ほぼ長方形	5.0						南西	私道	1.8	第２種住居地域	60.0	300.0	2021年第３四半期		私道を含む取引
3878	3879	宅地(土地)	住宅地	13114	東京都	中野区	新井	新井薬師前	6	94000000	3300000.0		95	990000.0	ほぼ長方形	5.0					住宅	北東	区道	6.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
3882	3883	宅地(土地)	住宅地	13111	東京都	大田区	仲六郷	雑色	3	55000000	3800000.0		45	1200000.0	ほぼ正方形	7.0					住宅	南西	区道	4.2	準工業地域	60.0	200.0	2021年第４四半期		
3895	3896	宅地(土地)	住宅地	13111	東京都	大田区	西蒲田	池上	11	52000000	2200000.0		80	660000.0	長方形	7.2					住宅	南	区道	6.3	第１種住居地域			2021年第３四半期		
3898	3899	宅地(土地)	住宅地	13111	東京都	大田区	西蒲田	蒲田	13	44000000	2400000.0		60	730000.0	ほぼ台形	9.0					住宅	南東	区道	4.0	第１種住居地域	60.0	200.0	2021年第４四半期		
3899	3900	宅地(土地)	商業地	13111	東京都	大田区	西蒲田	蒲田	7	93000000	1800000.0		175	540000.0	長方形	9.5					その他	西	区道	6.0	近隣商業地域	80.0	300.0	2021年第４四半期		
3919	3920	宅地(土地)	住宅地	13111	東京都	大田区	西蒲田	蓮沼	12	42000000	2500000.0		55	760000.0	ほぼ長方形	4.6					住宅	南東	区道	6.7	第１種住居地域	60.0	200.0	2021年第４四半期		
3922	3923	宅地(土地)	商業地	13111	東京都	大田区	西蒲田	蓮沼	10	55000000	2900000.0		65	870000.0	台形	4.0					その他	西	区道	7.0	近隣商業地域	80.0	300.0	2021年第３四半期		
3926	3927	宅地(土地)	住宅地	13114	東京都	中野区	上高田	新井薬師前	9	36000000	980000.0		125	300000.0	ほぼ長方形	4.5						北	区道	3.8	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
3937	3938	宅地(土地)	住宅地	13111	東京都	大田区	西糀谷	京急蒲田	14	21000000	470000.0		145	140000.0	ほぼ長方形	8.0					住宅	西	区道	4.7	準工業地域	60.0	200.0	2021年第４四半期		
3938	3939	宅地(土地)	住宅地	13114	東京都	中野区	鷺宮	鷺ノ宮	5	30000000	920000.0		110	280000.0	不整形						住宅	西	私道	2.0	第１種低層住居専用地域	50.0	150.0	2021年第３四半期		
3978	3979	宅地(土地)	住宅地	13114	東京都	中野区	中央	中野(東京)	6	80000000	3000000.0		90	910000.0	ほぼ整形	7.3					住宅	南	私道	4.0	近隣商業地域	80.0	400.0	2021年第３四半期		私道を含む取引
3979	3980	宅地(土地)	住宅地	13114	東京都	中野区	中央	中野坂上	4	75000000	2600000.0		95	800000.0	ほぼ整形	11.0					住宅	西	私道	2.7	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
3983	3984	宅地(土地)	住宅地	13111	東京都	大田区	羽田	穴守稲荷	6	52000000	1100000.0		160	330000.0	不整形						その他	接面道路無			第１種住居地域	60.0	200.0	2021年第４四半期		
3988	3989	宅地(土地)	住宅地	13111	東京都	大田区	東蒲田	梅屋敷(東京)	5	110000000	1700000.0		220	500000.0	ほぼ整形	13.6					その他	南東	区道	5.8	第１種住居地域	60.0	200.0	2021年第３四半期		
3989	3990	宅地(土地)	住宅地	13111	東京都	大田区	東蒲田	梅屋敷(東京)	6	41000000	1800000.0		75	540000.0	長方形	6.5					住宅	西	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
3990	3991	宅地(土地)	住宅地	13114	東京都	中野区	中野	中野(東京)	7	55000000	2800000.0		65	860000.0	長方形	6.5						西	私道	3.6	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		私道を含む取引
4005	4006	宅地(土地)	住宅地	13111	東京都	大田区	東糀谷	大鳥居	11	5400000	370000.0		50	110000.0	不整形	2.7					住宅	東	私道	4.0	準工業地域	60.0	200.0	2021年第３四半期		
4019	4020	宅地(土地)	住宅地	13111	東京都	大田区	東嶺町	久が原	4	120000000	2300000.0		170	690000.0	長方形	12.0					住宅	北東	区道	6.1	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
4063	4064	宅地(土地)	住宅地	13111	東京都	大田区	東六郷	雑色	9	96000000	1200000.0		260	370000.0	台形	13.0					住宅	南	区道	7.3	準工業地域	60.0	200.0	2021年第３四半期		関係者間取引
4072	4073	宅地(土地)	住宅地	13114	東京都	中野区	本町	新中野	2	80000000	2800000.0		95	850000.0	ほぼ長方形	12.8					住宅	西	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
4077	4078	宅地(土地)	住宅地	13111	東京都	大田区	本羽田	糀谷	9	25000000	1700000.0		50	520000.0	ほぼ長方形	7.2					住宅	西	区道	4.5	準工業地域	60.0	200.0	2021年第４四半期		
4081	4082	宅地(土地)	住宅地	13111	東京都	大田区	本羽田	雑色	15	27000000	960000.0		95	290000.0	長方形	8.5					住宅	西	区道	5.1	準工業地域	60.0	200.0	2021年第４四半期		
4089	4090	宅地(土地)	住宅地	13111	東京都	大田区	南蒲田	糀谷	4	46000000	2600000.0		60	780000.0	ほぼ長方形	4.0					住宅	北	区道	4.2	第１種住居地域	60.0	200.0	2021年第３四半期		
4090	4091	宅地(土地)	住宅地	13111	東京都	大田区	南蒲田	糀谷	8	36000000	2400000.0		50	730000.0	ほぼ長方形	4.8					住宅	北東	区道	5.8	準工業地域	60.0	200.0	2021年第３四半期		
4091	4092	宅地(土地)	住宅地	13111	東京都	大田区	南久が原	久が原	7	76000000	2300000.0		110	690000.0	長方形	6.2					住宅	南西	区道	6.7	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
4108	4109	宅地(土地)	住宅地	13111	東京都	大田区	南千束	長原(東京)	4	68000000	3300000.0		65	1000000.0	長方形	6.7					住宅	北東	区道	5.3	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
4112	4113	宅地(土地)	住宅地	13111	東京都	大田区	南馬込	西馬込	8	110000000	1800000.0		200	550000.0	ほぼ長方形	6.9					住宅	南	区道	6.3	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
4113	4114	宅地(土地)	住宅地	13111	東京都	大田区	南馬込	西馬込	15	66000000	1100000.0		195	340000.0	袋地等	5.7					住宅	北西	区道	2.6	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
4125	4126	宅地(土地)	住宅地	13111	東京都	大田区	南馬込	西馬込	13	50000000	1800000.0		95	530000.0	台形	3.3					住宅	東	区道	4.3	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4140	4141	宅地(土地)	住宅地	13111	東京都	大田区	南雪谷	雪が谷大塚	4	260000000	2000000.0		430	600000.0	ほぼ正方形	21.0					その他	北	区道	5.9	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
4141	4142	宅地(土地)	住宅地	13111	東京都	大田区	南雪谷	雪が谷大塚	7	220000000	2000000.0		370	600000.0	ほぼ整形	19.2					その他	南西	区道	7.8	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
4150	4151	宅地(土地)	住宅地	13114	東京都	中野区	弥生町	中野新橋	6	360000000	4300000.0		270	1300000.0	長方形	18.8					住宅	北	区道	5.5	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
4173	4174	宅地(土地)	住宅地	13111	東京都	大田区	矢口	武蔵新田	8	13000000	1100000.0		35	340000.0	長方形	4.0					住宅	南	私道	4.0	準工業地域	60.0	200.0	2021年第３四半期		
4189	4190	宅地(土地)	住宅地	13115	東京都	杉並区	阿佐谷北	阿佐ケ谷	5	95000000	2500000.0		125	770000.0	不整形	10.4					事務所	南東	区道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
4190	4191	宅地(土地)	住宅地	13115	東京都	杉並区	阿佐谷北	阿佐ケ谷	11	73000000	1600000.0		145	490000.0	袋地等	2.0					住宅	南	私道	4.4	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4197	4198	宅地(土地)	商業地	13115	東京都	杉並区	阿佐谷北	荻窪	6	28000000	2100000.0		45	640000.0	ほぼ長方形	4.5					住宅	南	区道	5.1	近隣商業地域	80.0	200.0	2021年第３四半期		
4198	4199	宅地(土地)	住宅地	13112	東京都	世田谷区	赤堤	松原(東京)	4	53000000	2600000.0		65	800000.0	ほぼ正方形	8.5					住宅	西	区道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4201	4202	宅地(土地)	住宅地	13115	東京都	杉並区	阿佐谷南	阿佐ケ谷	8	44000000	3300000.0		45	1000000.0	ほぼ長方形	4.5					住宅	南	区道	5.2	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
4204	4205	宅地(土地)	住宅地	13112	東京都	世田谷区	池尻	池尻大橋	5	130000000	3100000.0		135	950000.0	長方形	7.5					住宅	東	区道	2.4	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
4207	4208	宅地(土地)	住宅地	13115	東京都	杉並区	阿佐谷南	南阿佐ケ谷	5	75000000	1900000.0		125	590000.0	長方形	7.7					住宅	南西	区道	4.0	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
4218	4219	宅地(土地)	住宅地	13112	東京都	世田谷区	宇奈根	喜多見	30分?60分	110000000	980000.0		370	300000.0	ほぼ長方形	22.0					住宅	南東	区道	3.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4230	4231	宅地(土地)	住宅地	13112	東京都	世田谷区	梅丘	豪徳寺	8	71000000	2200000.0		105	670000.0	ほぼ整形	9.1					住宅	南	私道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		私道を含む取引
4236	4237	宅地(土地)	住宅地	13112	東京都	世田谷区	大原	笹塚	8	64000000	2200000.0		95	670000.0	ほぼ台形	11.0					住宅	西	区道	2.7	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
4243	4244	宅地(土地)	住宅地	13112	東京都	世田谷区	大原	代田橋	9	130000000	2100000.0		200	650000.0	長方形	8.7					住宅	南東	道路	2.7	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
4252	4253	宅地(土地)	住宅地	13112	東京都	世田谷区	岡本	用賀	25	56000000	1800000.0		100	550000.0	不整形						住宅	北西	私道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
4257	4258	宅地(土地)	住宅地	13112	東京都	世田谷区	奥沢	奥沢	4	96000000	2800000.0		110	860000.0	ほぼ整形	5.6					住宅	北	私道	3.0	第１種低層住居専用地域	60.0	150.0	2021年第４四半期		
4263	4264	宅地(土地)	住宅地	13112	東京都	世田谷区	奥沢	奥沢	5	110000000	2200000.0		165	670000.0	不整形	14.5					住宅	西	区道	3.6	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4266	4267	宅地(土地)	住宅地	13112	東京都	世田谷区	奥沢	奥沢	4	75000000	3100000.0		80	930000.0	袋地等	3.0					住宅	西	区道	3.8	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4272	4273	宅地(土地)	住宅地	13115	東京都	杉並区	和泉	明大前	10	55000000	2400000.0		75	730000.0	ほぼ台形	6.0					住宅	北西	私道	3.6	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4284	4285	宅地(土地)	住宅地	13115	東京都	杉並区	梅里	新高円寺	9	53000000	2100000.0		80	650000.0	ほぼ長方形	6.0					住宅	東	私道	3.9	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4289	4290	宅地(土地)	住宅地	13112	東京都	世田谷区	尾山台	九品仏	16	57000000	1600000.0		120	480000.0	長方形	14.1					住宅	北東	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4293	4294	宅地(土地)	住宅地	13112	東京都	世田谷区	粕谷	千歳烏山	11	55000000	2000000.0		90	610000.0	ほぼ長方形	6.8					住宅	北東	区道	5.9	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4294	4295	宅地(土地)	住宅地	13112	東京都	世田谷区	粕谷	千歳烏山	14	50000000	2000000.0		80	610000.0	ほぼ長方形	5.7					住宅	南	区道	4.1	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4301	4302	宅地(土地)	住宅地	13112	東京都	世田谷区	鎌田	成城学園前	28	70000000	1100000.0		210	330000.0	ほぼ整形	10.3					住宅	北東	区道	15.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4306	4307	宅地(土地)	住宅地	13112	東京都	世田谷区	上馬	駒沢大学	10	68000000	3000000.0		75	900000.0	ほぼ台形	5.8					住宅	東	私道	3.6	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
4312	4313	宅地(土地)	住宅地	13115	東京都	杉並区	大宮	西永福	8	44000000	2200000.0		65	660000.0	長方形	4.7					住宅	北西	区道	4.8	準住居地域	60.0	300.0	2021年第３四半期		
4314	4315	宅地(土地)	住宅地	13115	東京都	杉並区	荻窪	荻窪	11	110000000	2300000.0		150	710000.0	ほぼ長方形	11.0					住宅	西	区道	5.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4326	4327	宅地(土地)	住宅地	13112	東京都	世田谷区	上馬	松陰神社前	7	74000000	2600000.0		95	780000.0	不整形	3.0					住宅	東	区道	4.4	第１種低層住居専用地域	60.0	150.0	2021年第４四半期		
4327	4328	宅地(土地)	住宅地	13112	東京都	世田谷区	上馬	松陰神社前	7	75000000	2900000.0		85	870000.0	ほぼ長方形	5.1					住宅	東	区道	4.5	第１種低層住居専用地域	60.0	150.0	2021年第４四半期		
4344	4345	宅地(土地)	住宅地	13115	東京都	杉並区	上荻	荻窪	13	64000000	2100000.0		100	640000.0	長方形	6.0					住宅	北東	区道	5.4	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4349	4350	宅地(土地)	住宅地	13112	東京都	世田谷区	上祖師谷	仙川	15	55000000	1800000.0		100	550000.0	ほぼ長方形	5.8					住宅	東	私道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4350	4351	宅地(土地)	住宅地	13112	東京都	世田谷区	上祖師谷	仙川	15	46000000	1400000.0		110	420000.0	袋地等	2.6						東	私道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4351	4352	宅地(土地)	住宅地	13112	東京都	世田谷区	上祖師谷	千歳烏山	19	45000000	1300000.0		115	390000.0	ほぼ整形	7.6					その他	南	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4373	4374	宅地(土地)	住宅地	13115	東京都	杉並区	久我山	久我山	5	60000000	2100000.0		95	630000.0	長方形	6.1					住宅	東	私道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
4382	4383	宅地(土地)	住宅地	13112	東京都	世田谷区	北烏山	千歳烏山	13	58000000	1300000.0		150	380000.0	ほぼ長方形							東	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
4384	4385	宅地(土地)	住宅地	13115	東京都	杉並区	久我山	富士見ケ丘	6	98000000	1500000.0		220	450000.0	長方形	10.8					住宅	南東	私道	3.8	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
4386	4387	宅地(土地)	商業地	13115	東京都	杉並区	久我山	富士見ケ丘	2	54000000	2600000.0		70	780000.0	ほぼ長方形	4.5					住宅	東	区道	6.3	近隣商業地域	80.0	300.0	2021年第３四半期		
4387	4388	宅地(土地)	住宅地	13115	東京都	杉並区	久我山	富士見ケ丘	6	60000000	1800000.0		110	550000.0	不整形	2.7					住宅	南東	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
4389	4390	宅地(土地)	住宅地	13115	東京都	杉並区	久我山	富士見ケ丘	6	67000000	2000000.0		110	610000.0	ほぼ長方形	12.7					住宅	北西	区道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
4390	4391	宅地(土地)	商業地	13112	東京都	世田谷区	北烏山	千歳烏山	6	140000000	1900000.0		250	570000.0	ほぼ台形	20.0					その他	南東	国道	20.0	準住居地域	60.0	300.0	2021年第３四半期		
4395	4396	宅地(土地)	住宅地	13115	東京都	杉並区	久我山	三鷹台	3	54000000	2000000.0		85	620000.0	ほぼ長方形	10.0					住宅	南東	区道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4412	4413	宅地(土地)	住宅地	13112	東京都	世田谷区	北沢	東北沢	9	95000000	3300000.0		95	1000000.0	ほぼ長方形	5.4					住宅	南	区道	4.2	第１種低層住居専用地域	50.0	150.0	2021年第３四半期		私道を含む取引
4413	4414	宅地(土地)	住宅地	13112	東京都	世田谷区	北沢	東北沢	2	140000000	3900000.0		120	1200000.0	ほぼ長方形	7.0					住宅	東	区道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
4419	4420	宅地(土地)	住宅地	13112	東京都	世田谷区	喜多見	喜多見	10	130000000	1300000.0		330	380000.0	ほぼ正方形	17.9						南西	区道	5.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4421	4422	宅地(土地)	住宅地	13115	東京都	杉並区	高円寺南	新高円寺	5	50000000	3500000.0		45	1100000.0	長方形	5.0					住宅	東	私道	3.3	近隣商業地域	80.0	300.0	2021年第３四半期		
4430	4431	宅地(土地)	住宅地	13112	東京都	世田谷区	砧	祖師ケ谷大蔵	18	48000000	1500000.0		105	460000.0	ほぼ整形	6.0					その他	西	区道	3.8	準住居地域	60.0	300.0	2021年第３四半期		
4434	4435	宅地(土地)	住宅地	13115	東京都	杉並区	清水	井荻	13	110000000	1600000.0		230	480000.0	長方形	11.6						南	区道	5.4	準住居地域	60.0	300.0	2021年第３四半期		
4436	4437	宅地(土地)	住宅地	13115	東京都	杉並区	清水	荻窪	15	54000000	1800000.0		100	540000.0	ほぼ長方形	9.1					住宅	北	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4443	4444	宅地(土地)	住宅地	13112	東京都	世田谷区	給田	仙川	19	45000000	1300000.0		115	400000.0	台形	7.7						西	区道	3.9	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
4450	4451	宅地(土地)	住宅地	13115	東京都	杉並区	下井草	下井草	9	59000000	1700000.0		115	510000.0	ほぼ台形	10.0					住宅	西	区道	5.4	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4453	4454	宅地(土地)	住宅地	13112	東京都	世田谷区	経堂	経堂	6	61000000	1800000.0		110	560000.0	ほぼ長方形						住宅	南	私道	2.7	第１種低層住居専用地域	60.0	150.0	2021年第４四半期		私道を含む取引
4466	4467	宅地(土地)	住宅地	13112	東京都	世田谷区	駒沢	駒沢大学	8	73000000	2800000.0		85	850000.0	長方形	8.0					住宅	東	区道	3.6	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		私道を含む取引
4467	4468	宅地(土地)	商業地	13112	東京都	世田谷区	駒沢	駒沢大学	2	760000000	6800000.0		370	2100000.0	ほぼ長方形	11.0					住宅	南	国道	30.0	商業地域	80.0	500.0	2021年第３四半期		
4479	4480	宅地(土地)	住宅地	13115	東京都	杉並区	松庵	三鷹台	11	1700000000	1800000.0		2000㎡以上	530000.0	長方形	33.0						南西	区道	6.3	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
4484	4485	宅地(土地)	住宅地	13115	東京都	杉並区	善福寺	吉祥寺	19	60000000	1300000.0		155	390000.0	ほぼ長方形	10.9						南西	区道	7.2	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
4488	4489	宅地(土地)	住宅地	13112	東京都	世田谷区	桜	経堂	10	70000000	2600000.0		85	800000.0	ほぼ整形	10.2					住宅	南	区道	4.0	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		私道を含む取引
4489	4490	宅地(土地)	住宅地	13112	東京都	世田谷区	桜	経堂	13	67000000	3100000.0		70	950000.0	ほぼ整形	12.0					住宅	北西	私道	4.5	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
4490	4491	宅地(土地)	住宅地	13112	東京都	世田谷区	桜丘	経堂	10	70000000	2400000.0		95	720000.0	ほぼ長方形	6.1					住宅	西	区道	3.8	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
4492	4493	宅地(土地)	住宅地	13112	東京都	世田谷区	桜丘	千歳船橋	14	68000000	2700000.0		80	820000.0	ほぼ台形	9.2					住宅	北東	区道	4.0	第１種低層住居専用地域	60.0	150.0	2021年第４四半期		
4495	4496	宅地(土地)	住宅地	13112	東京都	世田谷区	桜丘	千歳船橋	12	43000000	2000000.0		70	610000.0	長方形	7.0					住宅	南	区道	4.0	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
4497	4498	宅地(土地)	住宅地	13112	東京都	世田谷区	桜丘	千歳船橋	14	66000000	2400000.0		90	710000.0	長方形	6.0					住宅	南東	区道	4.0	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
4498	4499	宅地(土地)	住宅地	13112	東京都	世田谷区	桜丘	千歳船橋	16	45000000	1500000.0		100	450000.0	ほぼ台形	6.1					住宅	南	区道	5.6	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
4514	4515	宅地(土地)	住宅地	13112	東京都	世田谷区	桜上水	経堂	12	59000000	1500000.0		130	450000.0	袋地等	2.5					住宅	南	区道	5.9	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		私道を含む取引
4519	4520	宅地(土地)	住宅地	13112	東京都	世田谷区	桜上水	桜上水	2	30000000	1700000.0		60	500000.0	ほぼ台形						住宅	南西	私道	4.0	第１種住居地域	60.0	200.0	2021年第４四半期		私道を含む取引
