"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
9679,"宅地(土地)","商業地","13213","東京都","東村山市","秋津町","秋津","2",10000000,"760000","","45",230000,"長方形","2.4","","","","","その他","東","市道",4.5,"近隣商業地域",80,300,"2021年第３四半期","",""
9680,"中古マンション等","","13202","東京都","立川市","錦町","西国立","13",34000000,"","３ＬＤＫ","70",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2021年第４四半期","未改装",""
9681,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","秋津町","新秋津","14",30000000,"","","120",,"ほぼ長方形","9.0","95","平成31年","木造","住宅","その他","南","市道",6.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9682,"中古マンション等","","13202","東京都","立川市","錦町","西国立","7",64000000,"","４ＬＤＫ","80",,"","","","平成30年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第４四半期","未改装",""
9683,"中古マンション等","","13202","東京都","立川市","錦町","西国立","12",8500000,"","１ＤＫ＋Ｓ","50",,"","","","昭和49年","ＲＣ","","住宅","","",,"準工業地域",60,200,"2021年第３四半期","未改装",""
9684,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","秋津町","新秋津","8",15000000,"","","85",,"長方形","7.5","80","平成3年","木造","住宅","住宅","南東","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9685,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","秋津町","新秋津","11",44000000,"","","115",,"ほぼ長方形","11.5","90","令和3年","木造","住宅","住宅","東","私道",6.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9686,"中古マンション等","","13202","東京都","立川市","錦町","西国立","10",37000000,"","３ＬＤＫ","65",,"","","","平成13年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","改装済",""
9687,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","秋津町","新秋津","8",12000000,"","","90",,"ほぼ正方形","6.0","40","昭和38年","木造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","","私道を含む取引"
9688,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","秋津町","新秋津","11",38000000,"","","110",,"ほぼ長方形","7.9","85","令和3年","木造","住宅","住宅","東","私道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9689,"中古マンション等","","13213","東京都","東村山市","秋津町","新秋津","14",7600000,"","２ＬＤＫ","45",,"","","","平成4年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2021年第３四半期","未改装",""
9690,"宅地(土地と建物)","住宅地","13202","東京都","立川市","西砂町","西武立川","15",24000000,"","","145",,"ほぼ台形","10.5","80","平成8年","木造","住宅","住宅","北西","道路",6.0,"第１種低層住居専用地域",40,80,"2021年第４四半期","",""
9691,"宅地(土地)","住宅地","13202","東京都","立川市","西砂町","西武立川","21",27000000,"640000","","140",190000,"ほぼ整形","13.3","","","","","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2021年第４四半期","",""
9692,"宅地(土地と建物)","住宅地","13202","東京都","立川市","西砂町","西武立川","14",85000000,"","","1200",,"不整形","","410","平成11年","軽量鉄骨造","共同住宅","住宅","北","私道",6.0,"第１種低層住居専用地域",40,80,"2021年第４四半期","","私道を含む取引"
9693,"宅地(土地と建物)","住宅地","13202","東京都","立川市","西砂町","西武立川","16",35000000,"","","115",,"ほぼ長方形","7.6","90","令和3年","木造","住宅","住宅","南","市道",7.0,"第１種低層住居専用地域",40,80,"2021年第４四半期","",""
9694,"宅地(土地と建物)","住宅地","13202","東京都","立川市","西砂町","西武立川","4",37000000,"","","130",,"正方形","11.3","95","令和3年","木造","住宅","住宅","東","道路",6.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9695,"宅地(土地と建物)","住宅地","13202","東京都","立川市","西砂町","西武立川","15",32000000,"","","130",,"袋地等","2.6","95","令和3年","木造","住宅","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9696,"宅地(土地と建物)","住宅地","13202","東京都","立川市","羽衣町","西国立","8",47000000,"","","160",,"ほぼ台形","8.0","135","昭和64年","木造","住宅","住宅","北東","市道",6.0,"第１種低層住居専用地域",40,80,"2021年第４四半期","","調停・競売等"
9697,"中古マンション等","","13202","東京都","立川市","羽衣町","西国立","6",21000000,"","３ＤＫ","50",,"","","","平成6年","鉄骨造","","","","",,"商業地域",80,400,"2021年第４四半期","改装済",""
9698,"宅地(土地と建物)","住宅地","13202","東京都","立川市","羽衣町","西国立","7",42000000,"","","175",,"ほぼ正方形","12.5","105","昭和64年","軽量鉄骨造","共同住宅","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9699,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","恩多町","久米川","18",47000000,"","","185",,"不整形","3.4","105","令和3年","木造","住宅","住宅","北東","市道",5.0,"第２種中高層住居専用地域",60,200,"2021年第３四半期","",""
9700,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","恩多町","久米川","12",38000000,"","","110",,"長方形","7.7","90","令和3年","木造","住宅","住宅","北西","市道",6.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9701,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","恩多町","久米川","25",37000000,"","","110",,"ほぼ長方形","8.6","85","令和3年","木造","住宅","住宅","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9702,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","恩多町","久米川","18",9000000,"","","75",,"ほぼ長方形","6.0","60","昭和47年","木造","住宅","住宅","南東","私道",4.5,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9703,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","恩多町","久米川","18",48000000,"","","150",,"長方形","13.4","110","令和3年","木造","住宅","住宅","北東","市道",4.7,"第２種中高層住居専用地域",60,200,"2021年第３四半期","",""
9704,"中古マンション等","","13202","東京都","立川市","富士見町","立川","30分?60分",21000000,"","","65",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2021年第４四半期","未改装",""
9705,"中古マンション等","","13202","東京都","立川市","富士見町","立川","30分?60分",11000000,"","２ＤＫ","40",,"","","","昭和43年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第４四半期","改装済",""
9706,"中古マンション等","","13202","東京都","立川市","富士見町","立川","14",4300000,"","１Ｋ","15",,"","","","昭和58年","ＲＣ","","住宅","","",,"商業地域",80,400,"2021年第３四半期","改装済",""
9707,"中古マンション等","","13202","東京都","立川市","富士見町","立川","30分?60分",7000000,"","２ＤＫ","40",,"","","","昭和43年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","未改装",""
9708,"中古マンション等","","13202","東京都","立川市","富士見町","西立川","20",20000000,"","３ＬＤＫ","60",,"","","","平成4年","ＲＣ","","住宅","","",,"準工業地域",60,200,"2021年第４四半期","改装済",""
9709,"中古マンション等","","13202","東京都","立川市","富士見町","西立川","18",11000000,"","２ＤＫ","40",,"","","","昭和43年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第４四半期","改装済",""
9710,"中古マンション等","","13202","東京都","立川市","富士見町","西立川","11",31000000,"","３ＬＤＫ","65",,"","","","平成11年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2021年第４四半期","未改装",""
9711,"宅地(土地)","住宅地","13202","東京都","立川市","富士見町","西立川","15",53000000,"880000","","200",260000,"ほぼ長方形","9.0","","","","","その他","北西","市道",5.5,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9712,"宅地(土地と建物)","住宅地","13202","東京都","立川市","富士見町","西立川","16",210000000,"","","1000",,"ほぼ台形","44.0","770","昭和64年","ＲＣ","共同住宅","","南","市道",4.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9713,"中古マンション等","","13213","東京都","東村山市","久米川町","新秋津","20",9000000,"","３ＬＤＫ","60",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2021年第３四半期","未改装",""
9714,"宅地(土地)","住宅地","13213","東京都","東村山市","久米川町","東村山","29",20000000,"450000","","145",140000,"ほぼ長方形","8.3","","","","","住宅","北東","市道",4.6,"準工業地域",60,200,"2021年第３四半期","",""
9715,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","久米川町","東村山","14",57000000,"","","320",,"ほぼ長方形","32.0","240","平成3年","木造","共同住宅","その他","西","私道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","","私道を含む取引"
9716,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","久米川町","東村山","21",35000000,"","","110",,"長方形","9.5","90","令和3年","木造","住宅","住宅","南西","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9717,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","久米川町","東村山","23",31000000,"","","110",,"ほぼ長方形","9.0","90","令和3年","木造","住宅","住宅","北東","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9718,"宅地(土地)","住宅地","13213","東京都","東村山市","久米川町","東村山","25",22000000,"700000","","105",210000,"ほぼ長方形","7.0","","","","","その他","南東","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9719,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","久米川町","東村山","23",32000000,"","","110",,"ほぼ長方形","9.0","85","令和3年","木造","住宅","住宅","北東","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9720,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","久米川町","東村山","28",38000000,"","","120",,"ほぼ長方形","8.0","95","令和3年","木造","住宅","住宅","南東","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9721,"宅地(土地と建物)","住宅地","13202","東京都","立川市","若葉町","国立","29",30000000,"","","80",,"不整形","8.9","65","令和3年","木造","住宅","住宅","南西","市道",5.2,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9722,"宅地(土地と建物)","住宅地","13202","東京都","立川市","若葉町","砂川七番","19",43000000,"","","110",,"ほぼ長方形","8.1","85","令和3年","木造","","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第４四半期","",""
9723,"宅地(土地)","商業地","13202","東京都","立川市","若葉町","東大和市","30分?60分",15000000,"720000","","70",220000,"不整形","3.0","","","","","その他","北","都道",12.0,"第１種住居地域",60,200,"2021年第４四半期","",""
9724,"宅地(土地)","住宅地","13202","東京都","立川市","若葉町","東大和市","16",20000000,"600000","","105",180000,"長方形","8.5","","","","","住宅","南","道路",4.0,"第１種低層住居専用地域",40,80,"2021年第４四半期","",""
9725,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","吉祥寺","24",37000000,"","","75",,"ほぼ長方形","7.8","85","平成4年","木造","住宅","住宅","北東","私道",3.8,"第１種低層住居専用地域",40,80,"2021年第４四半期","",""
9726,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","吉祥寺","14",110000000,"","","120",,"長方形","7.0","95","令和3年","木造","住宅","住宅","南東","市道",4.4,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9727,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","吉祥寺","24",120000000,"","","135",,"長方形","9.0","105","令和4年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","",""
9728,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","吉祥寺","23",190000000,"2800000","","220",850000,"ほぼ正方形","14.7","","","","","住宅","北西","市道",12.0,"第１種中高層住居専用地域",60,200,"2021年第３四半期","",""
9729,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺北町","吉祥寺","18",58000000,"","３ＬＤＫ","70",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",40,80,"2021年第３四半期","未改装",""
9730,"宅地(土地と建物)","住宅地","13213","東京都","東村山市","栄町","久米川","5",36000000,"","","135",,"ほぼ長方形","11.0","90","平成30年","木造","住宅","住宅","西","市道",6.0,"第１種低層住居専用地域",40,80,"2021年第３四半期","","私道を含む取引"
9731,"中古マンション等","","13213","東京都","東村山市","栄町","久米川","8",6000000,"","１Ｋ","30",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","改装済",""
